# ACTS Test Suite Generation: Thu Jul 22 15:11:26 JST 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 3
# Number of parameters: 20
# Maximum number of values per parameter: 128
# Number of configurations: 42447
checking_status,duration,credit_history,purpose,credit_amount,saving_status,emplyoment,installment_commintment,sex,other_parties,residence,property_magnitude,age,other_emplyoment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
1,12,1,6,2,5,2,2,0,2,3,1,3,1,1,3,1,2,1,2
3,12,2,8,2,1,3,2,1,1,4,1,4,3,2,1,2,2,2,1
4,12,3,9,2,2,3,3,0,3,2,4,5,3,1,1,4,1,1,2
2,12,4,10,2,2,4,1,0,1,3,1,6,1,2,1,4,1,1,1
3,13,0,0,2,4,4,3,1,3,4,1,7,2,2,4,2,1,2,2
3,13,1,1,2,5,1,4,0,1,4,3,1,3,2,3,1,2,1,1
1,13,2,2,2,1,4,1,0,2,1,2,2,3,3,2,1,1,2,1
2,13,3,3,2,3,5,4,0,3,3,4,3,2,1,2,2,2,2,1
4,13,4,4,2,2,3,2,1,3,4,3,4,1,1,2,3,1,1,2
2,13,0,5,2,5,2,2,0,3,1,2,5,3,2,3,3,1,1,2
1,13,1,6,2,2,3,1,1,1,3,4,6,2,2,1,3,1,2,2
4,13,2,8,2,5,5,1,1,1,2,3,7,1,1,1,4,2,2,1
4,13,4,9,2,3,4,4,1,2,2,1,1,1,3,3,1,1,1,2
4,13,3,10,2,4,2,3,0,2,2,3,2,1,2,3,1,2,2,2
2,14,0,0,2,1,2,2,1,3,2,4,3,3,3,3,1,2,2,1
1,14,1,1,2,4,5,3,0,3,3,4,4,1,2,1,4,2,1,2
3,14,2,2,2,5,3,1,1,2,4,1,5,2,2,4,4,1,2,1
1,14,3,3,2,2,2,4,1,1,1,2,6,1,1,3,2,1,1,1
2,14,4,4,2,3,4,2,0,2,1,3,7,3,3,1,1,1,2,2
4,14,0,5,2,4,1,3,0,2,3,1,1,2,3,2,2,2,1,1
4,14,1,6,2,5,1,1,1,3,1,4,2,2,1,2,4,1,2,2
1,14,2,8,2,2,1,2,0,1,4,2,3,1,2,2,3,2,2,2
3,14,3,9,2,1,1,1,0,1,2,3,4,3,2,4,3,2,1,2
3,14,4,10,2,1,5,4,1,2,3,2,5,3,1,3,4,1,1,2
3,15,0,0,2,3,1,4,0,3,2,2,6,2,3,1,4,2,2,1
2,15,1,1,2,4,3,1,1,2,3,2,7,1,1,2,1,1,1,2
1,15,2,2,2,2,5,2,1,3,1,1,1,1,2,3,2,1,2,1
2,15,3,3,2,5,4,2,0,2,4,3,2,3,1,3,4,2,1,1
4,15,4,4,2,1,4,3,1,2,4,4,3,2,1,4,3,1,2,1
4,15,0,5,2,1,5,1,0,1,4,2,4,1,2,1,1,2,1,2
1,15,1,6,2,3,4,4,0,1,3,3,5,3,3,2,4,1,2,2
3,15,2,8,2,5,2,3,0,1,3,3,6,1,3,4,3,2,1,2
2,15,3,9,2,1,1,4,1,3,1,4,7,3,2,2,2,2,1,2
1,15,4,10,2,5,2,4,0,2,4,4,1,2,3,1,2,2,2,2
1,16,1,0,2,1,5,2,1,1,3,1,2,2,2,1,3,2,2,1
3,16,0,1,2,2,3,1,0,2,4,2,3,1,3,3,2,1,1,2
2,16,2,2,2,4,1,3,1,3,2,2,4,2,3,3,1,2,2,1
3,16,3,3,2,3,4,3,0,2,1,1,5,3,1,4,1,2,2,1
4,16,4,4,2,4,2,4,1,2,3,4,6,3,2,2,1,1,1,1
2,16,1,5,2,2,2,3,0,3,1,3,7,2,1,1,4,1,1,2
1,16,0,6,2,3,3,2,0,1,1,3,1,2,1,4,3,1,1,2
2,16,2,8,2,3,4,1,1,3,4,4,2,1,1,2,3,2,2,2
1,16,3,9,2,4,3,2,1,1,2,2,3,3,2,2,2,2,1,2
1,16,4,10,2,3,5,1,0,3,2,1,4,1,1,4,2,1,2,1
4,18,0,0,2,4,3,1,1,1,3,3,5,3,3,1,2,2,2,2
2,18,2,1,2,3,2,2,0,3,2,1,6,1,2,3,4,1,1,1
4,18,1,2,2,1,1,4,1,2,4,4,7,2,1,3,2,2,1,1
4,18,4,3,2,2,5,3,0,1,1,4,1,3,2,2,3,1,2,1
3,18,3,4,2,5,4,1,0,2,2,2,2,1,3,1,3,2,1,2
1,18,0,5,2,3,4,3,1,3,4,2,3,2,3,4,1,1,2,2
4,18,2,6,2,2,4,4,1,2,3,1,4,2,2,4,4,2,2,1
2,18,1,8,2,5,4,2,0,3,3,4,5,2,1,2,1,1,1,1
3,18,4,9,2,4,1,2,1,2,1,1,6,1,1,4,3,1,2,2
3,18,3,10,2,2,3,2,0,1,4,3,7,2,3,3,4,1,1,1
4,20,2,0,2,5,3,2,0,1,2,4,1,1,1,2,3,1,2,2
2,20,3,1,2,1,1,4,1,1,4,1,2,1,3,4,4,2,1,1
3,20,0,2,2,2,5,2,1,1,1,4,3,3,1,1,1,2,1,2
2,20,1,3,2,1,2,1,0,2,1,3,4,2,2,4,2,1,2,1
1,20,1,4,2,4,1,3,1,3,1,2,5,2,3,3,3,1,1,2
2,20,4,5,2,3,3,3,1,3,3,2,6,3,2,2,2,2,2,1
3,20,2,6,2,3,1,1,0,2,4,3,7,3,3,1,1,2,1,2
1,20,0,8,2,4,4,1,1,2,2,2,1,3,1,4,1,2,2,1
1,20,4,9,2,5,5,3,0,2,3,1,2,1,2,1,4,1,2,2
3,20,3,10,2,1,4,4,0,3,3,3,3,1,2,3,2,1,2,2
4,21,0,0,2,4,1,2,1,2,1,4,4,2,2,1,3,1,2,1
1,21,2,1,2,2,5,4,0,3,2,3,5,3,3,2,3,2,1,1
3,21,1,2,2,5,4,3,1,1,3,4,6,3,1,2,4,2,2,2
2,21,4,3,2,1,3,1,1,3,4,1,7,1,2,4,1,1,1,2
1,21,3,4,2,3,2,3,0,2,3,1,1,2,3,2,4,1,1,2
3,21,0,5,2,1,2,4,0,1,2,2,2,2,3,4,4,2,2,1
2,21,2,6,2,4,3,3,0,1,1,1,3,1,3,2,2,2,2,1
4,21,1,8,2,2,2,1,0,3,4,2,4,3,1,1,2,1,1,1
3,21,4,9,2,3,2,2,1,3,4,3,5,2,3,1,1,2,2,1
4,21,3,10,2,4,5,4,1,1,4,2,6,1,2,4,3,2,2,2
1,22,1,0,2,3,3,1,1,1,1,4,7,3,1,3,1,1,1,2
4,22,0,1,2,4,1,2,1,3,4,4,1,2,2,1,3,2,2,1
4,22,3,2,2,2,5,3,0,1,3,1,2,1,3,2,2,1,1,1
4,22,2,3,2,1,2,4,0,2,2,3,3,2,2,3,1,1,1,2
2,22,4,4,2,5,1,3,0,2,2,4,4,3,1,4,1,2,2,1
3,22,1,5,2,1,4,1,0,3,3,1,5,1,1,1,4,2,2,2
3,22,0,6,2,5,5,1,1,2,2,1,6,2,3,3,3,1,1,1
3,22,3,8,2,4,1,4,1,1,3,2,7,2,1,3,4,2,1,1
3,22,2,9,2,3,5,3,1,2,4,3,1,3,1,2,2,2,2,2
2,22,4,10,2,3,4,2,1,1,1,3,2,2,2,4,3,1,1,2
3,24,1,0,2,4,1,4,0,3,2,1,3,1,1,4,1,1,2,1
2,24,0,1,2,2,4,3,1,1,1,3,4,3,3,3,3,2,2,2
4,24,3,2,2,5,1,2,0,2,1,3,5,1,2,1,4,2,1,2
1,24,2,3,2,3,3,1,1,1,4,4,6,2,1,1,2,1,1,1
1,24,4,4,2,1,2,4,1,3,2,2,7,3,2,3,2,2,1,2
3,24,2,5,2,2,5,1,0,1,3,2,1,2,2,2,1,2,2,2
2,24,0,6,2,5,3,4,1,2,3,4,2,2,3,4,4,1,1,1
4,24,4,8,2,4,4,2,1,3,3,2,3,2,3,1,2,1,2,1
4,24,1,9,2,5,2,1,0,2,4,1,4,3,1,2,3,2,1,1
1,24,0,10,2,2,1,3,1,2,4,1,5,1,3,3,1,1,2,1
4,26,3,0,2,1,3,3,0,3,1,2,6,3,1,2,4,1,1,2
1,26,2,1,2,4,4,4,1,1,2,4,7,1,2,1,1,2,2,1
4,26,1,2,2,3,5,1,1,2,4,3,1,2,3,4,2,1,2,2
1,26,4,3,2,2,2,3,0,3,3,1,2,2,3,3,3,2,1,1
2,26,0,4,2,5,3,2,1,1,4,2,3,2,1,1,3,2,2,1
3,26,3,5,2,2,1,3,0,3,2,4,4,1,1,1,2,1,2,2
3,26,3,6,2,4,5,1,1,3,3,2,5,2,2,4,1,2,1,1
1,26,4,8,2,3,5,2,0,2,1,4,6,3,2,3,4,2,2,1
3,26,1,9,2,5,4,2,0,2,2,1,7,1,3,2,4,1,1,2
2,26,2,10,2,1,1,2,0,3,3,3,1,3,2,2,1,1,1,1
2,27,2,0,2,3,2,3,0,1,1,3,2,3,1,1,2,1,1,1
4,27,1,1,2,1,3,2,1,3,1,4,3,1,2,4,1,2,2,2
1,27,0,2,2,1,2,4,0,2,3,3,4,1,3,2,3,2,2,1
4,27,4,3,2,4,5,2,1,2,4,1,5,2,1,1,2,2,1,2
1,27,3,4,2,2,4,1,0,3,2,3,6,2,2,3,4,1,1,2
2,27,2,5,2,1,1,1,1,1,2,2,7,3,3,2,3,2,2,2
3,27,1,6,2,4,4,4,0,1,4,1,1,3,1,2,1,1,2,1
3,27,0,8,2,5,1,2,1,2,2,1,2,1,2,3,4,1,1,1
2,27,4,9,2,2,2,4,0,1,2,4,3,3,3,4,4,1,1,1
2,27,3,10,2,5,5,3,1,3,4,2,4,3,3,3,1,1,2,1
2,28,1,0,2,1,4,2,0,1,1,4,5,1,3,4,2,1,1,1
1,28,0,1,2,5,2,3,1,3,4,2,6,3,2,1,2,2,2,2
1,28,3,2,2,4,3,4,0,2,1,3,7,3,1,4,1,2,2,2
3,28,2,3,2,3,4,1,1,3,2,3,1,2,3,2,3,1,2,1
4,28,4,4,2,2,1,1,1,3,4,1,2,1,1,4,4,2,1,1
4,28,1,5,2,4,5,1,1,1,3,4,3,3,2,3,3,2,1,2
3,28,0,6,2,1,1,3,0,1,3,1,4,2,1,1,1,1,1,2
2,28,3,8,2,2,2,3,0,2,2,1,5,2,2,3,4,1,2,1
4,28,2,9,2,1,3,4,0,2,4,2,6,1,3,3,1,1,1,1
2,28,0,10,2,3,5,4,1,2,1,2,7,1,1,1,3,2,1,1
2,30,4,0,2,4,2,2,1,3,3,2,1,2,2,4,3,2,1,2
1,30,2,1,2,5,3,3,0,2,2,4,2,3,1,1,4,1,2,2
2,30,1,2,2,3,1,4,0,1,1,2,3,1,3,2,2,1,2,1
3,30,0,3,2,2,3,1,1,1,2,1,4,3,2,3,2,2,1,1
4,30,3,4,2,1,3,2,1,1,1,3,5,1,1,4,1,2,2,1
3,30,2,5,2,4,4,4,0,2,4,3,6,1,3,4,3,1,1,1
1,30,4,6,2,2,5,1,0,3,1,4,7,1,2,2,1,1,1,2
3,30,1,8,2,5,5,3,1,3,4,2,1,2,1,2,4,2,2,1
2,30,0,9,2,1,4,2,0,3,1,1,2,2,3,1,2,2,1,2
4,30,2,10,2,3,2,1,1,1,4,4,3,2,3,3,4,2,1,2
1,33,3,0,2,3,4,2,0,1,3,2,4,1,2,2,1,2,2,2
4,33,4,1,2,4,2,3,1,2,3,4,5,2,3,3,3,1,2,1
4,33,0,2,2,3,3,2,0,3,2,4,6,3,1,1,2,1,1,2
2,33,1,3,2,5,1,4,1,1,1,4,7,1,1,4,3,1,1,1
4,33,2,4,2,5,5,4,1,3,2,3,1,2,2,2,4,2,2,1
2,33,3,5,2,2,3,1,0,3,1,3,2,3,3,3,1,2,1,1
1,33,4,6,2,1,1,1,0,2,4,3,3,3,2,4,4,1,1,2
3,33,0,8,2,5,2,4,1,2,4,1,4,1,3,1,1,2,2,2
1,33,2,9,2,2,1,2,0,1,1,1,5,2,2,1,2,2,2,2
3,33,2,10,2,1,2,3,1,2,1,2,6,3,1,4,2,2,2,1
3,36,4,0,2,2,3,2,0,1,3,4,7,3,1,1,2,1,1,2
1,36,3,1,2,3,3,4,1,3,2,3,1,2,2,2,4,2,2,1
4,36,1,2,2,4,4,4,1,3,4,1,2,1,1,1,3,1,1,1
1,36,0,3,2,5,5,3,0,2,1,3,3,1,3,4,1,2,2,2
2,36,2,4,2,4,2,1,0,2,3,3,4,1,2,3,2,1,1,1
4,36,4,5,2,1,1,3,1,1,2,2,5,2,3,2,1,1,1,2
4,36,3,6,2,3,4,2,1,2,1,4,6,3,3,3,4,2,2,2
1,36,1,8,2,1,5,2,0,1,3,1,7,2,2,4,3,2,2,1
2,36,1,9,2,1,3,3,0,2,1,2,1,3,3,1,3,2,2,1
3,36,0,10,2,1,2,1,1,1,4,4,2,3,2,2,4,2,2,2
1,39,3,0,2,2,5,4,1,3,4,1,3,2,3,1,3,1,1,2
3,39,4,1,2,3,1,2,0,1,3,2,4,3,1,2,4,2,2,1
2,39,0,2,2,1,3,3,0,3,2,3,5,1,2,4,4,1,1,2
2,39,1,3,2,4,2,1,1,2,2,2,6,3,3,2,1,2,2,2
4,39,2,4,2,5,3,3,1,1,1,4,7,2,3,3,2,2,2,1
2,39,3,5,2,5,4,2,0,1,2,1,1,3,1,4,2,1,1,1
1,39,3,6,2,4,1,3,0,2,4,3,2,1,1,3,3,2,2,1
3,39,1,8,2,3,2,4,1,2,1,3,3,1,2,3,2,1,1,2
4,39,0,9,2,4,5,4,0,2,3,4,4,2,1,4,1,1,1,2
4,39,1,10,2,5,4,1,0,1,4,3,5,1,2,1,4,2,2,1
1,40,4,0,2,5,4,1,1,1,3,1,6,2,2,3,1,1,1,2
4,40,3,1,2,2,5,2,0,2,4,2,7,1,1,2,3,2,2,2
3,40,4,2,2,1,1,4,1,3,2,4,1,3,3,1,3,2,1,1
4,40,2,3,2,4,3,3,0,3,1,2,2,2,2,4,4,1,2,1
3,40,1,4,2,3,5,1,0,1,2,1,3,1,1,4,2,1,2,1
2,40,0,5,2,3,2,4,1,1,4,4,4,2,3,2,1,1,2,2
3,40,4,6,2,2,3,2,1,2,4,3,5,3,2,3,2,1,1,1
2,40,3,8,2,4,1,1,0,3,4,3,6,1,1,1,1,2,1,2
1,40,2,9,2,3,4,1,0,2,3,4,7,3,3,4,3,2,1,1
1,40,0,10,2,4,5,2,1,3,1,1,1,1,3,3,4,2,1,2
3,42,4,0,2,5,1,3,1,2,3,2,2,3,3,2,2,1,1,2
1,42,2,1,2,3,4,2,0,1,1,1,3,2,1,4,3,2,2,1
2,42,1,2,2,2,3,1,1,1,4,2,4,1,2,1,1,2,1,1
4,42,0,3,2,1,2,4,1,3,4,4,5,2,1,2,4,1,2,2
2,42,3,4,2,5,5,3,0,3,1,3,6,1,3,3,4,2,2,2
1,42,4,5,2,4,3,2,0,3,2,4,7,1,1,1,2,1,1,1
3,42,2,6,2,5,2,1,0,1,2,2,1,3,2,3,4,1,2,1
4,42,3,8,2,2,4,4,0,2,3,3,2,3,2,4,1,1,1,1
1,42,1,9,2,1,5,3,1,2,2,4,3,2,2,3,3,1,1,2
3,42,2,10,2,4,5,4,1,3,3,1,4,1,3,2,3,2,2,2
3,45,3,0,2,3,1,3,1,2,2,1,5,3,2,3,3,1,1,2
1,45,4,1,2,1,4,1,0,3,3,3,6,2,3,2,1,2,2,2
2,45,0,2,2,2,4,4,1,1,4,2,7,1,1,3,4,2,1,1
4,45,1,3,2,5,2,2,0,3,3,1,1,1,2,1,2,1,2,1
2,45,2,4,2,4,5,2,0,2,1,4,2,3,1,2,3,2,2,1
4,45,3,5,2,2,2,4,1,3,2,2,3,2,1,4,1,1,2,2
1,45,4,6,2,4,3,3,1,1,4,2,4,2,3,1,3,1,1,1
4,45,0,8,2,1,5,1,1,1,1,2,5,3,3,1,2,1,1,2
3,45,1,9,2,2,5,4,0,2,3,4,6,1,3,4,2,2,1,2
2,45,1,10,2,1,1,1,0,2,2,4,7,2,2,1,4,2,2,2
1,47,3,0,2,4,1,4,1,1,1,3,1,2,3,3,2,1,1,2
2,47,4,1,2,2,4,1,0,2,2,4,2,1,2,1,4,2,2,1
4,47,0,2,2,5,2,3,1,3,4,1,3,3,1,2,3,2,1,1
3,47,2,3,2,3,5,2,0,2,3,2,4,3,1,3,1,1,2,2
2,47,0,4,2,1,5,3,0,1,2,3,5,1,3,2,1,1,2,1
3,47,1,5,2,1,3,2,1,3,1,4,6,2,2,4,4,2,1,2
2,47,3,6,2,5,3,4,0,3,3,1,7,1,1,1,2,1,2,1
4,47,4,8,2,3,1,3,1,1,3,2,1,1,2,4,3,2,2,2
4,47,1,9,2,3,3,1,1,3,1,3,2,3,3,2,1,1,1,1
1,47,1,10,2,2,5,4,1,2,2,2,3,3,2,2,2,2,1,2
1,48,2,0,2,2,2,3,0,3,1,1,4,3,2,4,1,2,1,1
2,48,3,1,2,5,4,2,1,1,3,2,5,1,3,3,2,1,2,2
3,48,4,2,2,4,2,1,1,2,2,3,6,2,1,2,4,1,1,1
4,48,0,3,2,3,1,1,0,2,4,2,7,3,2,1,3,2,2,2
1,48,1,4,2,1,4,4,0,3,4,4,1,1,1,2,4,2,2,2
3,48,1,5,2,3,3,2,0,1,2,1,2,2,1,3,1,2,2,1
3,48,3,6,2,2,1,3,1,3,2,4,3,2,3,1,2,1,1,1
2,48,3,8,2,3,5,4,1,1,1,3,4,2,3,4,3,1,1,2
1,48,0,9,2,5,1,4,1,3,2,3,5,3,1,3,3,2,1,1
2,48,0,10,2,2,3,2,0,2,3,4,6,1,2,4,3,1,2,2
4,54,2,0,2,1,1,4,0,2,3,2,7,3,3,3,4,1,1,1
2,54,4,1,2,2,2,1,1,1,1,1,1,1,1,4,1,2,2,2
1,54,4,2,2,3,3,3,0,3,2,3,2,2,2,1,2,2,1,1
3,54,4,3,2,4,4,2,1,1,4,3,3,1,3,3,3,1,2,2
1,54,3,4,2,5,2,4,1,2,4,4,4,2,1,2,2,1,2,1
4,54,2,5,2,3,5,2,1,3,1,4,5,1,1,1,4,2,1,2
1,54,2,6,2,4,2,3,0,3,3,1,6,3,2,2,3,2,2,2
3,54,0,8,2,2,4,3,0,3,1,4,7,3,3,2,1,1,1,1
3,54,0,9,2,5,1,1,1,1,2,2,1,2,2,1,4,1,2,2
4,54,1,10,2,4,3,1,1,1,3,1,2,2,3,3,2,1,1,1
2,60,2,0,2,5,4,1,0,2,3,2,3,3,1,4,4,2,1,1
4,60,3,1,2,1,2,4,1,1,2,1,4,1,2,3,1,1,2,2
1,60,4,2,2,2,5,2,0,3,1,3,5,3,3,2,3,1,2,1
3,60,4,3,2,5,1,3,1,1,2,3,6,2,1,1,2,2,1,2
4,60,0,4,2,4,4,2,1,3,4,4,7,1,3,4,2,2,1,2
1,60,1,5,2,1,3,3,0,2,3,3,1,2,2,3,2,1,2,1
3,60,2,6,2,3,2,2,0,3,3,2,2,1,2,1,1,1,1,1
2,60,0,8,2,1,5,3,1,1,4,1,3,2,1,2,4,1,2,2
3,60,2,9,2,2,3,1,1,1,1,4,4,3,3,3,4,2,2,2
2,60,3,10,2,3,1,4,0,2,1,4,5,2,3,1,2,2,1,1
2,72,1,0,2,2,1,1,0,3,4,3,6,1,1,2,3,2,1,1
3,72,0,1,2,1,2,3,1,1,3,1,7,3,3,1,4,1,2,2
4,72,3,2,2,4,3,2,0,2,4,2,1,2,2,3,1,1,2,1
1,72,4,3,2,5,4,4,1,1,2,4,2,3,2,2,1,2,1,2
1,72,2,4,2,3,1,2,1,3,1,1,3,2,2,1,3,2,2,2
3,72,1,5,2,5,4,1,0,2,1,2,4,3,1,4,2,1,1,2
4,72,0,6,2,2,4,3,0,3,2,3,5,1,3,1,2,2,1,1
1,72,0,8,2,4,5,3,0,1,1,4,6,2,3,4,3,1,2,1
2,72,4,9,2,4,3,1,1,3,3,3,7,1,1,3,4,2,1,2
1,72,1,10,2,1,4,2,1,2,2,4,1,1,1,3,3,2,2,1
4,4,2,0,3,5,3,4,0,2,4,2,2,3,2,1,4,1,2,1
2,4,3,1,3,5,5,1,1,1,3,1,3,3,1,4,1,2,1,2
2,4,4,2,3,2,1,3,0,1,1,4,4,3,3,3,2,1,2,1
3,4,2,3,3,1,1,2,1,1,2,3,5,1,2,2,1,2,1,1
4,4,1,4,3,3,2,2,0,3,3,1,6,2,1,3,3,1,1,1
1,4,3,5,3,4,4,2,1,3,4,3,7,2,3,1,2,2,2,2
2,4,4,6,3,3,4,1,1,3,2,2,1,1,3,1,4,2,1,2
3,4,4,8,3,1,5,4,1,2,3,4,2,2,3,3,3,2,2,2
3,4,0,9,3,4,4,3,0,2,3,1,3,1,2,2,4,1,2,2
